order_id,order_date,category,price,quantity,discount_pct,revenue,region,payment_method,is_returned,customer_rating
ORD100114,2025-05-04,Sports,6834.12,1,10,6150.71,East,UPI,False,4
ORD100115,2024-12-29,Sports,4476.99,1,15,3805.44,East,Debit Card,False,4
ORD100116,2024-06-18,Fashion,4420.33,1,30,3094.23,North,UPI,False,5
ORD100117,2025-04-21,Electronics,1912.62,1,0,1912.62,South,Credit Card,False,4
ORD100118,2025-07-30,Electronics,16132.12,1,0,16132.12,North,UPI,False,4
ORD100119,2025-08-07,Fashion,497.84,1,0,497.84,South,UPI,False,5
ORD100120,2024-11-14,Fashion,3066.2,3,5,8738.67,East,UPI,False,4
ORD100121,2025-05-07,Sports,5372.35,1,0,5372.35,North,UPI,True,5
ORD100122,2025-12-27,Beauty,2432.19,1,20,1945.75,Central,UPI,False,5
ORD100123,2024-04-29,Home & Kitchen,2185.19,2,15,3714.82,North,COD,False,4
ORD100124,2024-07-13,Fashion,1582.91,1,30,1108.04,West,Net Banking,False,5
ORD100125,2024-11-23,Electronics,19267.71,1,0,19267.71,East,COD,False,5
ORD100126,2024-11-13,Sports,961.38,2,15,1634.35,South,Debit Card,False,4
ORD100127,2024-11-17,Sports,6480.7,1,15,5508.59,West,Debit Card,False,5
ORD100128,2024-01-31,Beauty,602.02,2,15,1023.43,North,UPI,False,3
ORD100129,2024-10-13,Beauty,2521.58,1,10,2269.42,Central,Debit Card,False,5
ORD100130,2025-02-17,Home & Kitchen,9446.21,1,0,9446.21,South,Net Banking,False,3
ORD100131,2025-04-28,Beauty,2398.1,1,0,2398.1,South,Debit Card,False,5
ORD100132,2024-11-01,Fashion,3218.3,1,10,2896.47,South,Debit Card,False,4
ORD100133,2025-04-03,Electronics,37235.81,1,10,33512.23,South,UPI,False,4
ORD100134,2024-06-05,Fashion,1069.03,1,0,1069.03,West,Net Banking,False,3
ORD100135,2024-01-21,Sports,7724.27,1,20,6179.42,West,COD,False,4
ORD100136,2024-06-10,Fashion,1807.49,1,0,1807.49,North,Debit Card,False,5
ORD100137,2025-10-08,Fashion,4850.51,1,15,4122.93,West,Debit Card,False,3
ORD100138,2025-07-11,Electronics,41556.88,1,5,39479.04,North,Credit Card,False,4
ORD100139,2025-12-26,Home & Kitchen,3016.27,1,0,3016.27,West,UPI,False,1
ORD100140,2025-08-29,Electronics,18573.47,1,15,15787.45,East,Debit Card,False,5
ORD100141,2025-08-10,Beauty,2285.11,1,30,1599.58,North,Credit Card,False,5
ORD100142,2024-01-02,Home & Kitchen,513.34,1,10,462.01,West,UPI,False,4
ORD100143,2024-05-01,Fashion,4894.09,1,15,4159.98,North,UPI,False,5
ORD100144,2024-12-24,Beauty,240.02,2,0,480.04,Central,COD,False,5
ORD100145,2024-07-26,Home & Kitchen,6019.02,1,10,5417.12,West,Credit Card,False,4
ORD100146,2024-03-27,Beauty,382.65,1,10,344.38,South,Credit Card,False,4
ORD100147,2024-10-14,Beauty,2634.72,1,10,2371.25,West,UPI,False,5
ORD100148,2024-04-02,Home & Kitchen,2714.69,1,5,2578.96,North,Net Banking,False,5
ORD100149,2024-12-29,Fashion,4277.35,1,10,3849.62,East,Credit Card,False,1
ORD100150,2024-11-27,Fashion,3149.09,1,20,2519.27,North,Debit Card,False,5
ORD100151,2025-08-21,Electronics,32638.39,2,10,58749.1,South,Credit Card,False,2
ORD100152,2024-01-14,Fashion,757.75,1,10,681.98,South,Credit Card,False,4
ORD100153,2025-03-24,Sports,2436.0,1,15,2070.6,North,COD,False,4
ORD100154,2024-12-26,Electronics,8884.47,1,0,8884.47,East,Debit Card,False,3
ORD100155,2024-06-13,Electronics,33533.49,1,15,28503.47,West,Credit Card,False,5
ORD100156,2025-05-25,Home & Kitchen,796.58,3,0,2389.74,North,Debit Card,False,3
ORD100157,2024-01-12,Electronics,5993.94,1,0,5993.94,Central,COD,True,5
ORD100158,2025-05-09,Home & Kitchen,10467.85,1,10,9421.06,South,Credit Card,False,3
ORD100159,2024-01-08,Electronics,42382.16,1,30,29667.51,North,Debit Card,False,5
ORD100160,2024-08-05,Electronics,31629.23,2,5,60095.54,North,UPI,False,5
ORD100161,2024-01-01,Beauty,472.36,1,0,472.36,East,UPI,False,3
ORD100162,2025-08-07,Home & Kitchen,11993.2,1,20,9594.56,Central,Debit Card,False,4
ORD100163,2025-10-05,Electronics,29797.26,1,15,25327.67,West,Net Banking,False,5
ORD100164,2025-10-16,Electronics,25185.28,1,10,22666.75,East,UPI,False,5
ORD100165,2024-09-23,Home & Kitchen,5555.27,1,10,4999.74,East,Credit Card,False,4
ORD100166,2025-09-20,Sports,4393.11,1,15,3734.14,North,UPI,False,4
ORD100167,2025-05-12,Fashion,2153.52,1,15,1830.49,East,Net Banking,False,5
ORD100168,2024-02-20,Electronics,43027.71,1,0,43027.71,Central,UPI,False,4
ORD100169,2024-06-04,Fashion,1638.9,1,10,1475.01,South,Credit Card,False,4
ORD100170,2024-12-16,Fashion,872.86,1,15,741.93,North,UPI,False,3
ORD100171,2025-01-19,Sports,3683.96,1,5,3499.76,East,UPI,True,5
ORD100172,2024-01-10,Home & Kitchen,7285.05,1,0,7285.05,South,COD,False,5
ORD100173,2025-09-03,Fashion,1719.68,1,5,1633.7,East,UPI,False,4
ORD100174,2024-08-13,Home & Kitchen,2348.96,1,5,2231.51,East,UPI,False,4
ORD100175,2024-03-17,Fashion,3298.42,1,10,2968.58,South,COD,False,5
ORD100176,2025-04-03,Fashion,2312.54,1,30,1618.78,North,UPI,False,5
ORD100177,2024-12-18,Fashion,673.27,1,5,639.61,South,UPI,False,4
ORD100178,2024-06-08,Beauty,2058.37,1,10,1852.53,West,Debit Card,False,4
ORD100179,2025-09-05,Fashion,3446.59,3,10,9305.79,West,Credit Card,True,5
ORD100180,2024-11-06,Sports,1814.77,1,0,1814.77,South,Debit Card,False,5
ORD100181,2024-12-13,Beauty,2792.46,1,0,2792.46,West,Debit Card,False,5
ORD100182,2024-06-09,Electronics,12681.56,1,10,11413.4,South,UPI,False,3
ORD100183,2025-03-24,Fashion,1905.87,1,5,1810.58,South,Credit Card,False,4
ORD100184,2024-04-10,Sports,4227.23,3,5,12047.61,South,UPI,False,5
ORD100185,2024-03-07,Home & Kitchen,6576.78,1,15,5590.26,South,UPI,False,3
ORD100186,2024-09-22,Home & Kitchen,4414.76,3,15,11257.64,North,Net Banking,False,4
ORD100187,2025-04-27,Home & Kitchen,9271.79,1,5,8808.2,North,UPI,False,1
ORD100188,2024-05-07,Electronics,43395.51,1,5,41225.73,South,Credit Card,False,3
ORD100189,2024-02-29,Home & Kitchen,2906.04,1,5,2760.74,South,Credit Card,False,4
ORD100190,2025-04-07,Home & Kitchen,9149.34,1,30,6404.54,North,UPI,False,4
ORD100191,2024-09-16,Electronics,31609.02,1,10,28448.12,North,UPI,False,3
ORD100192,2025-04-29,Home & Kitchen,10236.98,1,20,8189.58,South,UPI,False,4
ORD100193,2025-05-24,Beauty,2240.8,1,0,2240.8,North,UPI,False,5
ORD100194,2024-01-13,Home & Kitchen,2600.46,1,0,2600.46,North,COD,False,5
ORD100195,2025-12-03,Home & Kitchen,1672.94,1,0,1672.94,North,UPI,False,4
ORD100196,2025-02-25,Home & Kitchen,9803.96,1,5,9313.76,Central,UPI,False,5
ORD100197,2024-04-06,Sports,6566.63,1,15,5581.64,North,COD,False,5
ORD100198,2024-03-19,Home & Kitchen,10783.37,1,20,8626.7,South,COD,False,5
ORD100199,2024-03-27,Fashion,524.8,1,15,446.08,North,UPI,True,5
ORD100200,2025-10-12,Beauty,1156.77,1,20,925.42,West,UPI,False,4
ORD100201,2025-09-14,Beauty,345.83,1,0,345.83,Central,UPI,False,5
ORD100202,2025-01-16,Fashion,1266.73,1,0,1266.73,North,COD,False,5
ORD100203,2025-01-08,Fashion,888.6,1,5,844.17,Central,Credit Card,False,3
ORD100204,2025-12-17,Electronics,6320.15,1,5,6004.14,East,COD,False,3
ORD100205,2024-05-01,Fashion,4468.55,1,15,3798.27,West,Net Banking,False,4
ORD100206,2024-12-25,Beauty,1462.54,2,0,2925.08,North,UPI,False,4
ORD100207,2024-07-31,Home & Kitchen,8844.19,1,15,7517.56,West,UPI,False,5
ORD100208,2025-11-26,Beauty,1695.38,1,0,1695.38,North,UPI,False,5
ORD100209,2025-08-06,Fashion,1055.99,1,0,1055.99,West,COD,False,4
ORD100210,2024-10-28,Beauty,731.5,1,0,731.5,South,Net Banking,False,1
ORD100211,2024-01-14,Beauty,250.64,1,15,213.04,West,Debit Card,False,5
ORD100212,2025-09-14,Fashion,2659.64,1,5,2526.66,West,COD,False,4
ORD100213,2024-02-07,Fashion,3569.41,1,0,3569.41,North,UPI,False,5
ORD100214,2025-11-28,Home & Kitchen,8791.5,1,10,7912.35,East,Debit Card,False,4
ORD100215,2025-02-09,Beauty,1570.03,1,10,1413.03,West,COD,False,5
ORD100216,2024-04-22,Home & Kitchen,4732.17,1,5,4495.56,North,UPI,False,5
ORD100217,2025-02-04,Sports,7498.35,1,10,6748.52,South,UPI,False,5
ORD100218,2025-05-19,Beauty,2258.96,2,10,4066.13,Central,UPI,False,5
ORD100219,2025-07-16,Home & Kitchen,8492.98,2,20,13588.77,North,Credit Card,False,5
ORD100220,2024-09-17,Fashion,4072.42,1,15,3461.56,East,UPI,False,5
ORD100221,2025-11-16,Beauty,170.03,1,0,170.03,West,Debit Card,False,2
ORD100222,2024-06-11,Electronics,13775.14,1,0,13775.14,West,COD,False,4
ORD100223,2024-08-15,Beauty,914.2,1,0,914.2,North,COD,False,4
ORD100224,2025-11-02,Fashion,1932.51,2,30,2705.51,East,COD,False,4
ORD100225,2024-03-22,Fashion,3734.86,3,0,11204.58,West,UPI,False,4
ORD100226,2024-06-09,Sports,7755.17,1,0,7755.17,North,UPI,False,5
ORD100227,2024-02-12,Home & Kitchen,1731.32,2,0,3462.64,West,Credit Card,False,4
ORD100228,2024-04-21,Home & Kitchen,2322.98,2,0,4645.96,North,Net Banking,False,5
ORD100229,2025-07-24,Fashion,3998.76,1,5,3798.82,North,Net Banking,False,4
ORD100230,2024-08-01,Electronics,15864.36,1,0,15864.36,North,Debit Card,False,4
ORD100231,2025-03-22,Sports,4701.37,1,10,4231.23,North,UPI,False,4
ORD100232,2025-01-13,Beauty,1210.01,1,5,1149.51,West,COD,False,4
ORD100233,2025-08-19,Fashion,4026.42,1,5,3825.1,East,UPI,False,4
ORD100234,2025-01-21,Fashion,2921.75,1,5,2775.66,West,UPI,False,5
ORD100235,2025-10-04,Electronics,17320.65,1,15,14722.55,Central,Net Banking,False,5
ORD100236,2025-06-16,Fashion,4945.56,1,15,4203.73,South,COD,False,5
ORD100237,2024-07-14,Electronics,31378.45,1,15,26671.68,West,UPI,False,3
ORD100238,2024-07-29,Sports,6642.98,1,15,5646.53,Central,COD,False,4
ORD100239,2024-12-29,Fashion,4150.5,2,0,8301.0,North,UPI,False,4
ORD100240,2025-10-23,Beauty,2005.77,1,15,1704.9,West,UPI,True,5
ORD100241,2024-02-16,Electronics,15199.0,1,0,15199.0,West,UPI,False,4
ORD100242,2024-05-22,Home & Kitchen,8452.15,1,0,8452.15,North,UPI,False,5
ORD100243,2024-07-25,Sports,6245.49,1,0,6245.49,Central,Debit Card,False,3
ORD100244,2025-10-30,Fashion,2463.68,2,15,4188.26,South,UPI,False,1
ORD100245,2025-09-13,Sports,1455.9,1,20,1164.72,West,Net Banking,True,5
ORD100246,2025-05-22,Beauty,1018.54,2,10,1833.37,South,UPI,False,2
ORD100247,2024-03-29,Fashion,516.78,1,15,439.26,North,UPI,False,5
ORD100248,2025-09-28,Electronics,39659.92,2,10,71387.86,West,UPI,False,4
ORD100249,2025-07-29,Beauty,248.81,1,15,211.49,East,Debit Card,False,4
ORD100250,2024-11-19,Home & Kitchen,8955.76,1,0,8955.76,Central,UPI,False,3
ORD100251,2025-10-20,Sports,3983.25,1,5,3784.09,East,Debit Card,False,5
ORD100252,2025-02-09,Fashion,2708.11,1,15,2301.89,Central,UPI,False,4
ORD100253,2024-08-01,Sports,2517.19,1,0,2517.19,South,Credit Card,False,3
ORD100254,2025-02-27,Fashion,4866.2,1,5,4622.89,South,Credit Card,False,4
ORD100255,2025-02-07,Sports,871.23,2,0,1742.46,South,Net Banking,False,4
ORD100256,2025-07-02,Fashion,4679.24,1,0,4679.24,West,Credit Card,False,5
ORD100257,2024-11-28,Electronics,30880.78,1,0,30880.78,South,Debit Card,False,5
ORD100258,2025-08-24,Fashion,3470.66,1,30,2429.46,West,UPI,False,2
ORD100259,2025-11-02,Fashion,579.77,1,5,550.78,South,UPI,False,5
ORD100260,2024-04-14,Electronics,4987.83,1,10,4489.05,West,Credit Card,False,3
ORD100261,2025-03-29,Electronics,8212.99,1,0,8212.99,Central,UPI,False,3
ORD100262,2024-11-06,Electronics,19858.49,1,0,19858.49,North,Credit Card,False,5
ORD100263,2025-10-19,Home & Kitchen,10209.01,1,0,10209.01,East,Net Banking,False,4
ORD100264,2024-02-10,Fashion,2415.58,1,5,2294.8,South,Credit Card,False,5
ORD100265,2025-03-15,Beauty,2111.95,1,0,2111.95,East,UPI,False,5
ORD100266,2025-02-22,Fashion,2731.03,1,5,2594.48,North,UPI,False,5
ORD100267,2024-07-22,Home & Kitchen,4629.29,1,10,4166.36,North,UPI,False,4
ORD100268,2025-12-03,Sports,4489.35,1,5,4264.88,South,UPI,False,4
ORD100269,2024-05-03,Electronics,37843.39,1,5,35951.22,West,Credit Card,False,5
ORD100270,2024-04-18,Fashion,4817.34,1,30,3372.14,West,COD,False,4
ORD100271,2025-07-07,Electronics,12240.47,2,15,20808.8,West,UPI,False,5
ORD100272,2025-01-19,Fashion,4204.24,1,10,3783.82,North,Credit Card,False,4
ORD100273,2024-04-13,Fashion,4971.09,2,5,9445.07,West,Credit Card,False,3
ORD100274,2024-03-04,Sports,5831.64,2,10,10496.95,East,UPI,False,2
ORD100275,2024-07-02,Beauty,1715.57,1,0,1715.57,West,COD,False,4
ORD100276,2025-12-14,Sports,4125.56,2,0,8251.12,West,UPI,False,4
ORD100277,2024-03-22,Home & Kitchen,10440.69,3,5,29755.97,East,Credit Card,False,4
ORD100278,2024-12-02,Sports,946.04,1,20,756.83,North,COD,False,4
ORD100279,2025-04-24,Home & Kitchen,11146.04,1,20,8916.83,North,COD,False,5
ORD100280,2025-06-30,Home & Kitchen,9909.65,1,0,9909.65,Central,UPI,False,5
ORD100281,2024-03-05,Beauty,989.67,1,5,940.19,East,UPI,True,5
ORD100282,2025-06-30,Beauty,2456.17,2,10,4421.11,North,Credit Card,False,4
ORD100283,2024-07-06,Fashion,610.25,1,10,549.22,East,UPI,False,5
ORD100284,2025-01-14,Home & Kitchen,1710.01,2,15,2907.02,North,UPI,False,4
ORD100285,2025-09-23,Fashion,1620.72,2,5,3079.37,Central,UPI,False,4
ORD100286,2024-02-22,Home & Kitchen,11756.18,1,5,11168.37,West,UPI,False,5
ORD100287,2025-10-21,Fashion,4160.73,1,0,4160.73,West,Net Banking,False,5
ORD100288,2025-04-10,Home & Kitchen,2057.36,1,5,1954.49,North,COD,False,5
ORD100289,2024-08-28,Fashion,2191.5,1,10,1972.35,North,UPI,False,2
ORD100290,2024-06-05,Beauty,160.89,1,20,128.71,West,UPI,False,5
ORD100291,2024-03-23,Home & Kitchen,10923.52,2,20,17477.63,South,COD,False,5
ORD100292,2025-09-23,Home & Kitchen,4896.73,1,10,4407.06,North,UPI,False,3
ORD100293,2025-08-28,Fashion,909.12,1,0,909.12,South,Debit Card,False,3
ORD100294,2024-12-20,Home & Kitchen,4867.39,2,0,9734.78,South,UPI,True,5
ORD100295,2025-06-11,Fashion,4164.25,2,5,7912.08,West,Debit Card,False,5
ORD100296,2024-09-19,Beauty,252.43,1,0,252.43,West,COD,False,5
ORD100297,2024-08-22,Fashion,3022.12,1,5,2871.01,North,UPI,False,4
ORD100298,2025-02-01,Beauty,191.88,1,5,182.29,South,UPI,False,5
ORD100299,2024-07-06,Electronics,21688.14,3,5,61811.2,West,Credit Card,False,4
ORD100300,2025-11-12,Electronics,38785.14,1,15,32967.37,North,UPI,True,4
ORD100301,2025-09-29,Beauty,1626.19,1,10,1463.57,East,Debit Card,False,5
ORD100302,2025-11-14,Home & Kitchen,6744.77,2,5,12815.06,South,UPI,False,4
ORD100303,2024-08-05,Home & Kitchen,9070.36,1,10,8163.32,Central,UPI,False,5
ORD100304,2025-06-12,Home & Kitchen,6911.01,1,0,6911.01,North,UPI,False,5
ORD100305,2024-12-25,Home & Kitchen,2104.77,2,0,4209.54,East,Net Banking,False,4
ORD100306,2025-10-05,Beauty,1685.62,1,5,1601.34,North,UPI,False,4
ORD100307,2025-07-11,Beauty,1159.66,2,0,2319.32,North,Net Banking,False,4
ORD100308,2024-04-02,Fashion,506.33,1,5,481.01,West,Debit Card,False,5
ORD100309,2025-11-17,Home & Kitchen,4945.56,1,5,4698.28,Central,Credit Card,False,4
ORD100310,2024-06-02,Sports,1820.72,1,0,1820.72,West,Debit Card,False,5
ORD100311,2025-06-03,Fashion,4778.61,3,0,14335.83,South,Debit Card,False,5
ORD100312,2024-04-02,Home & Kitchen,2287.32,1,5,2172.95,North,UPI,False,5
ORD100313,2024-11-17,Fashion,3281.51,1,15,2789.28,North,UPI,False,5
ORD100314,2024-09-03,Electronics,40710.16,1,20,32568.13,Central,UPI,False,4
ORD100315,2025-09-16,Fashion,3845.05,2,5,7305.6,North,Debit Card,False,4
ORD100316,2024-02-27,Home & Kitchen,5221.01,2,20,8353.62,Central,UPI,False,5
ORD100317,2025-08-02,Fashion,4794.7,1,10,4315.23,South,Credit Card,False,5
ORD100318,2024-11-22,Fashion,1959.34,2,5,3722.75,West,Net Banking,False,4
ORD100319,2024-04-21,Fashion,1499.95,1,20,1199.96,North,UPI,False,5
